Metro,Dimension Type,Month,Dimension,Measure,Value,YoY,mnth,yr
New York City,Job Title,2017-11,Barista,Median Base Pay,27209.0,0.038,11,2017
New York City,Job Title,2017-11,Bartender,Median Base Pay,34171.0,-0.049,11,2017
New York City,Job Title,2017-11,Civil Engineer,Median Base Pay,75150.0,-0.009000000000000001,11,2017
New York City,Job Title,2017-11,Claims Adjuster,Median Base Pay,56979.0,0.013000000000000001,11,2017
New York City,Job Title,2017-11,Certified Nursing Assistant,Median Base Pay,35890.0,0.015,11,2017
New York City,Job Title,2017-11,Customer Service Representative,Median Base Pay,41816.0,0.027000000000000003,11,2017
New York City,Job Title,2017-11,Delivery Driver,Median Base Pay,39017.0,0.028999999999999998,11,2017
New York City,Job Title,2017-11,Financial Advisor,Median Base Pay,57142.0,0.024,11,2017
New York City,Job Title,2017-11,Licensed Practical Nurse,Median Base Pay,52538.0,0.023,11,2017
New York City,Job Title,2017-11,Loan Officer,Median Base Pay,47263.0,-0.037000000000000005,11,2017
New York City,Job Title,2017-11,Maintenance Technician,Median Base Pay,46178.0,0.012,11,2017
New York City,Job Title,2017-11,Material Handler,Median Base Pay,39044.0,0.018000000000000002,11,2017
New York City,Job Title,2017-11,Network Engineer,Median Base Pay,83359.0,0.009000000000000001,11,2017
New York City,Job Title,2017-11,Office Manager,Median Base Pay,55718.0,-0.004,11,2017
New York City,Job Title,2017-11,Pharmacist,Median Base Pay,123117.0,0.009000000000000001,11,2017
New York City,Job Title,2017-11,Process Engineer,Median Base Pay,80925.0,0.012,11,2017
New York City,Job Title,2017-11,Program Manager,Median Base Pay,87687.0,-0.004,11,2017
New York City,Job Title,2017-11,Research Assistant,Median Base Pay,36282.0,0.006,11,2017
New York City,Job Title,2017-11,Restaurant Manager,Median Base Pay,60389.0,0.006,11,2017
New York City,Job Title,2017-11,Security Officer,Median Base Pay,37825.0,0.02,11,2017
New York City,Job Title,2017-11,Server,Median Base Pay,34444.0,0.018000000000000002,11,2017
New York City,Job Title,2017-11,Solutions Architect,Median Base Pay,116073.0,-0.001,11,2017
New York City,Job Title,2017-11,Systems Engineer,Median Base Pay,86412.0,0.006,11,2017
New York City,Job Title,2017-11,Technical Support,Median Base Pay,56624.0,0.03,11,2017
New York City,Job Title,2017-11,UX Designer,Median Base Pay,92259.0,-0.002,11,2017
Los Angeles,Job Title,2017-11,Software Engineer,Median Base Pay,98789.0,0.025,11,2017
Los Angeles,Job Title,2017-11,Programmer Analyst,Median Base Pay,76523.0,-0.006999999999999999,11,2017
Los Angeles,Job Title,2017-11,Consultant,Median Base Pay,91914.0,0.005,11,2017
Los Angeles,Job Title,2017-11,Project Manager,Median Base Pay,84188.0,0.012,11,2017
Los Angeles,Job Title,2017-11,Store Manager,Median Base Pay,61169.0,0.038,11,2017
Los Angeles,Job Title,2017-11,Business Analyst,Median Base Pay,74997.0,0.032,11,2017
Los Angeles,Job Title,2017-11,Cashier,Median Base Pay,30907.0,0.043,11,2017
Los Angeles,Job Title,2017-11,Financial Analyst,Median Base Pay,70931.0,0.026000000000000002,11,2017
Los Angeles,Job Title,2017-11,Administrative Assistant,Median Base Pay,46843.0,0.013999999999999999,11,2017
Los Angeles,Job Title,2017-11,Accountant,Median Base Pay,61326.0,0.018000000000000002,11,2017
Los Angeles,Job Title,2017-11,Sales Representative,Median Base Pay,52874.0,0.036000000000000004,11,2017
Los Angeles,Job Title,2017-11,Professor,Median Base Pay,113007.0,0.01,11,2017
Los Angeles,Job Title,2017-11,Registered Nurse,Median Base Pay,90782.0,0.026000000000000002,11,2017
Los Angeles,Job Title,2017-11,Marketing Manager,Median Base Pay,83916.0,0.015,11,2017
Los Angeles,Job Title,2017-11,Operations Manager,Median Base Pay,75370.0,0.02,11,2017
Los Angeles,Job Title,2017-11,Product Manager,Median Base Pay,103123.0,0.013000000000000001,11,2017
Los Angeles,Job Title,2017-11,Sales Manager,Median Base Pay,72072.0,0.006999999999999999,11,2017
Los Angeles,Job Title,2017-11,Teacher,Median Base Pay,60345.0,0.022000000000000002,11,2017
Los Angeles,Job Title,2017-11,Bank Teller,Median Base Pay,31119.0,0.044000000000000004,11,2017
Los Angeles,Job Title,2017-11,Customer Service Manager,Median Base Pay,63869.0,0.025,11,2017
Los Angeles,Job Title,2017-11,Physical Therapist,Median Base Pay,90967.0,0.008,11,2017
Los Angeles,Job Title,2017-11,Mechanical Engineer,Median Base Pay,81434.0,0.017,11,2017
Los Angeles,Job Title,2017-11,Recruiter,Median Base Pay,60238.0,0.033,11,2017
Los Angeles,Job Title,2017-11,Design Engineer,Median Base Pay,86607.0,0.038,11,2017
Los Angeles,Job Title,2017-11,Pharmacy Technician,Median Base Pay,36597.0,0.033,11,2017
Los Angeles,Job Title,2017-11,Graphic Designer,Median Base Pay,57118.0,0.024,11,2017
Los Angeles,Job Title,2017-11,Web Developer,Median Base Pay,79695.0,0.024,11,2017
Los Angeles,Job Title,2017-11,Business Development Manager,Median Base Pay,80449.0,0.031,11,2017
Los Angeles,Job Title,2017-11,Data Scientist,Median Base Pay,114663.0,0.004,11,2017
Los Angeles,Job Title,2017-11,Buyer,Median Base Pay,63778.0,0.03,11,2017
Los Angeles,Job Title,2017-11,Data Analyst,Median Base Pay,71009.0,0.013999999999999999,11,2017
Los Angeles,Job Title,2017-11,Electrical Engineer,Median Base Pay,86412.0,0.015,11,2017
Los Angeles,Job Title,2017-11,Attorney,Median Base Pay,125072.0,0.012,11,2017
Los Angeles,Job Title,2017-11,Human Resources Manager,Median Base Pay,85314.0,0.021,11,2017
Los Angeles,Job Title,2017-11,Technician,Median Base Pay,51982.0,0.013999999999999999,11,2017
Los Angeles,Job Title,2017-11,Restaurant Cook,Median Base Pay,32449.0,0.051,11,2017
Los Angeles,Job Title,2017-11,Production Manager,Median Base Pay,79216.0,0.009000000000000001,11,2017
Los Angeles,Job Title,2017-11,Manufacturing Engineer,Median Base Pay,80633.0,0.023,11,2017
Los Angeles,Job Title,2017-11,Retail Key Holder,Median Base Pay,33147.0,0.015,11,2017
Los Angeles,Job Title,2017-11,Paralegal,Median Base Pay,60960.0,0.038,11,2017
Los Angeles,Job Title,2017-11,Java Developer,Median Base Pay,83487.0,-0.03,11,2017
Los Angeles,Job Title,2017-11,Warehouse Associate,Median Base Pay,48441.0,0.048,11,2017
Los Angeles,Job Title,2017-11,Property Manager,Median Base Pay,59636.0,0.016,11,2017
Los Angeles,Job Title,2017-11,Producer,Median Base Pay,78492.0,0.019,11,2017
Los Angeles,Job Title,2017-11,Quality Engineer,Median Base Pay,81796.0,0.004,11,2017
Los Angeles,Job Title,2017-11,Operations Analyst,Median Base Pay,60707.0,0.013000000000000001,11,2017
Los Angeles,Job Title,2017-11,Medical Assistant,Median Base Pay,37800.0,0.02,11,2017
Los Angeles,Job Title,2017-11,Tax Manager,Median Base Pay,112275.0,0.011000000000000001,11,2017
Los Angeles,Job Title,2017-11,Technical Editor,Median Base Pay,59906.0,0.02,11,2017
Los Angeles,Job Title,2017-11,Truck Driver,Median Base Pay,56153.0,0.047,11,2017
Los Angeles,Job Title,2017-11,Insurance Agent,Median Base Pay,47500.0,0.05,11,2017
Los Angeles,Job Title,2017-11,Medical Technologist,Median Base Pay,63805.0,0.049,11,2017
Los Angeles,Job Title,2017-11,Field Engineer,Median Base Pay,77108.0,0.03,11,2017
Los Angeles,Job Title,2017-11,Machine Operator,Median Base Pay,37345.0,-0.003,11,2017
Los Angeles,Job Title,2017-11,Communications Manager,Median Base Pay,82453.0,0.022000000000000002,11,2017
Los Angeles,Job Title,2017-11,Construction Laborer,Median Base Pay,41336.0,0.035,11,2017
Los Angeles,Job Title,2017-11,Emergency Medical Technician,Median Base Pay,34865.0,0.036000000000000004,11,2017
Los Angeles,Job Title,2017-11,Web Designer,Median Base Pay,64575.0,0.046,11,2017
Los Angeles,Job Title,2017-11,Maintenance Worker,Median Base Pay,41518.0,-0.009000000000000001,11,2017
Los Angeles,Job Title,2017-11,Barista,Median Base Pay,27099.0,0.047,11,2017
Los Angeles,Job Title,2017-11,Bartender,Median Base Pay,31862.0,-0.040999999999999995,11,2017
Los Angeles,Job Title,2017-11,Civil Engineer,Median Base Pay,78763.0,0.0,11,2017
Los Angeles,Job Title,2017-11,Claims Adjuster,Median Base Pay,57869.0,0.023,11,2017
Los Angeles,Job Title,2017-11,Certified Nursing Assistant,Median Base Pay,34097.0,0.024,11,2017
Los Angeles,Job Title,2017-11,Customer Service Representative,Median Base Pay,42529.0,0.036000000000000004,11,2017
Los Angeles,Job Title,2017-11,Delivery Driver,Median Base Pay,41238.0,0.039,11,2017
Los Angeles,Job Title,2017-11,Financial Advisor,Median Base Pay,57868.0,0.033,11,2017
Los Angeles,Job Title,2017-11,Licensed Practical Nurse,Median Base Pay,50214.0,0.032,11,2017
Los Angeles,Job Title,2017-11,Loan Officer,Median Base Pay,46907.0,-0.028999999999999998,11,2017
Los Angeles,Job Title,2017-11,Maintenance Technician,Median Base Pay,45270.0,0.022000000000000002,11,2017
Los Angeles,Job Title,2017-11,Material Handler,Median Base Pay,38182.0,0.027000000000000003,11,2017
Los Angeles,Job Title,2017-11,Network Engineer,Median Base Pay,85350.0,0.018000000000000002,11,2017
Los Angeles,Job Title,2017-11,Office Manager,Median Base Pay,56083.0,0.005,11,2017
Los Angeles,Job Title,2017-11,Pharmacist,Median Base Pay,135740.0,0.018000000000000002,11,2017
Los Angeles,Job Title,2017-11,Process Engineer,Median Base Pay,84524.0,0.022000000000000002,11,2017
Los Angeles,Job Title,2017-11,Program Manager,Median Base Pay,88743.0,0.005,11,2017
Los Angeles,Job Title,2017-11,Research Assistant,Median Base Pay,34622.0,0.015,11,2017
Los Angeles,Job Title,2017-11,Restaurant Manager,Median Base Pay,60150.0,0.015,11,2017
Los Angeles,Job Title,2017-11,Security Officer,Median Base Pay,37668.0,0.028999999999999998,11,2017
Los Angeles,Job Title,2017-11,Server,Median Base Pay,32810.0,0.027999999999999997,11,2017
Los Angeles,Job Title,2017-11,Solutions Architect,Median Base Pay,114915.0,0.008,11,2017
Los Angeles,Job Title,2017-11,Systems Engineer,Median Base Pay,90615.0,0.015,11,2017
Los Angeles,Job Title,2017-11,Technical Support,Median Base Pay,54977.0,0.039,11,2017
Los Angeles,Job Title,2017-11,UX Designer,Median Base Pay,89562.0,0.006999999999999999,11,2017
Philadelphia,Job Title,2017-11,Software Engineer,Median Base Pay,85295.0,0.011000000000000001,11,2017
Philadelphia,Job Title,2017-11,Programmer Analyst,Median Base Pay,69160.0,-0.021,11,2017
Philadelphia,Job Title,2017-11,Consultant,Median Base Pay,82649.0,-0.009000000000000001,11,2017
Philadelphia,Job Title,2017-11,Project Manager,Median Base Pay,76731.0,-0.002,11,2017
Philadelphia,Job Title,2017-11,Store Manager,Median Base Pay,53172.0,0.024,11,2017
Philadelphia,Job Title,2017-11,Business Analyst,Median Base Pay,68759.0,0.018000000000000002,11,2017
Philadelphia,Job Title,2017-11,Cashier,Median Base Pay,27019.0,0.028999999999999998,11,2017
Philadelphia,Job Title,2017-11,Financial Analyst,Median Base Pay,63211.0,0.012,11,2017
Philadelphia,Job Title,2017-11,Administrative Assistant,Median Base Pay,41181.0,0.0,11,2017
Philadelphia,Job Title,2017-11,Accountant,Median Base Pay,57954.0,0.004,11,2017
Philadelphia,Job Title,2017-11,Sales Representative,Median Base Pay,49704.0,0.022000000000000002,11,2017
Philadelphia,Job Title,2017-11,Professor,Median Base Pay,97234.0,-0.004,11,2017
Philadelphia,Job Title,2017-11,Registered Nurse,Median Base Pay,73417.0,0.012,11,2017
Philadelphia,Job Title,2017-11,Marketing Manager,Median Base Pay,76493.0,0.001,11,2017
Philadelphia,Job Title,2017-11,Operations Manager,Median Base Pay,70929.0,0.006,11,2017
Philadelphia,Job Title,2017-11,Product Manager,Median Base Pay,92627.0,-0.002,11,2017
Philadelphia,Job Title,2017-11,Sales Manager,Median Base Pay,65160.0,-0.006999999999999999,11,2017
Philadelphia,Job Title,2017-11,Teacher,Median Base Pay,50248.0,0.008,11,2017
Philadelphia,Job Title,2017-11,Bank Teller,Median Base Pay,29525.0,0.03,11,2017
Philadelphia,Job Title,2017-11,Customer Service Manager,Median Base Pay,57816.0,0.011000000000000001,11,2017
Philadelphia,Job Title,2017-11,Physical Therapist,Median Base Pay,79724.0,-0.006,11,2017
Philadelphia,Job Title,2017-11,Mechanical Engineer,Median Base Pay,75608.0,0.003,11,2017
Philadelphia,Job Title,2017-11,Recruiter,Median Base Pay,51889.0,0.019,11,2017
Philadelphia,Job Title,2017-11,Design Engineer,Median Base Pay,76816.0,0.024,11,2017
Philadelphia,Job Title,2017-11,Pharmacy Technician,Median Base Pay,28366.0,0.019,11,2017
Philadelphia,Job Title,2017-11,Graphic Designer,Median Base Pay,48642.0,0.01,11,2017
Philadelphia,Job Title,2017-11,Web Developer,Median Base Pay,69642.0,0.01,11,2017
Philadelphia,Job Title,2017-11,Business Development Manager,Median Base Pay,72059.0,0.016,11,2017
Philadelphia,Job Title,2017-11,Data Scientist,Median Base Pay,95847.0,-0.01,11,2017
Philadelphia,Job Title,2017-11,Buyer,Median Base Pay,59119.0,0.015,11,2017
Philadelphia,Job Title,2017-11,Data Analyst,Median Base Pay,61560.0,0.0,11,2017
Philadelphia,Job Title,2017-11,Electrical Engineer,Median Base Pay,80004.0,0.001,11,2017
Philadelphia,Job Title,2017-11,Attorney,Median Base Pay,101971.0,-0.002,11,2017
Philadelphia,Job Title,2017-11,Human Resources Manager,Median Base Pay,76249.0,0.006999999999999999,11,2017
Philadelphia,Job Title,2017-11,Technician,Median Base Pay,47843.0,0.0,11,2017
Philadelphia,Job Title,2017-11,Restaurant Cook,Median Base Pay,29820.0,0.036000000000000004,11,2017
Philadelphia,Job Title,2017-11,Production Manager,Median Base Pay,66323.0,-0.005,11,2017
Philadelphia,Job Title,2017-11,Manufacturing Engineer,Median Base Pay,74270.0,0.009000000000000001,11,2017
Philadelphia,Job Title,2017-11,Retail Key Holder,Median Base Pay,30036.0,0.001,11,2017
Philadelphia,Job Title,2017-11,Paralegal,Median Base Pay,51053.0,0.024,11,2017
Philadelphia,Job Title,2017-11,Java Developer,Median Base Pay,74565.0,-0.043,11,2017
Philadelphia,Job Title,2017-11,Warehouse Associate,Median Base Pay,44771.0,0.033,11,2017
Philadelphia,Job Title,2017-11,Property Manager,Median Base Pay,56738.0,0.002,11,2017
Philadelphia,Job Title,2017-11,Producer,Median Base Pay,58018.0,0.005,11,2017
Philadelphia,Job Title,2017-11,Quality Engineer,Median Base Pay,74274.0,-0.01,11,2017
Philadelphia,Job Title,2017-11,Operations Analyst,Median Base Pay,59502.0,-0.001,11,2017
Philadelphia,Job Title,2017-11,Medical Assistant,Median Base Pay,36052.0,0.005,11,2017
Philadelphia,Job Title,2017-11,Tax Manager,Median Base Pay,102260.0,-0.003,11,2017
Philadelphia,Job Title,2017-11,Technical Editor,Median Base Pay,54306.0,0.006,11,2017
Philadelphia,Job Title,2017-11,Truck Driver,Median Base Pay,55947.0,0.032,11,2017
Philadelphia,Job Title,2017-11,Insurance Agent,Median Base Pay,44301.0,0.035,11,2017
Philadelphia,Job Title,2017-11,Medical Technologist,Median Base Pay,60038.0,0.034,11,2017
Philadelphia,Job Title,2017-11,Field Engineer,Median Base Pay,69422.0,0.016,11,2017
Philadelphia,Job Title,2017-11,Machine Operator,Median Base Pay,43500.0,-0.017,11,2017
Philadelphia,Job Title,2017-11,Communications Manager,Median Base Pay,73528.0,0.008,11,2017
Philadelphia,Job Title,2017-11,Construction Laborer,Median Base Pay,42727.0,0.021,11,2017
Philadelphia,Job Title,2017-11,Emergency Medical Technician,Median Base Pay,37444.0,0.021,11,2017
Philadelphia,Job Title,2017-11,Web Designer,Median Base Pay,57006.0,0.032,11,2017
Philadelphia,Job Title,2017-11,Maintenance Worker,Median Base Pay,37453.0,-0.023,11,2017
Philadelphia,Job Title,2017-11,Barista,Median Base Pay,23414.0,0.033,11,2017
Philadelphia,Job Title,2017-11,Bartender,Median Base Pay,33505.0,-0.054000000000000006,11,2017
Philadelphia,Job Title,2017-11,Civil Engineer,Median Base Pay,71714.0,-0.013999999999999999,11,2017
Philadelphia,Job Title,2017-11,Claims Adjuster,Median Base Pay,51884.0,0.008,11,2017
Philadelphia,Job Title,2017-11,Certified Nursing Assistant,Median Base Pay,31331.0,0.01,11,2017
Philadelphia,Job Title,2017-11,Customer Service Representative,Median Base Pay,39719.0,0.022000000000000002,11,2017
Philadelphia,Job Title,2017-11,Delivery Driver,Median Base Pay,38581.0,0.024,11,2017
Philadelphia,Job Title,2017-11,Financial Advisor,Median Base Pay,60019.0,0.019,11,2017
Philadelphia,Job Title,2017-11,Licensed Practical Nurse,Median Base Pay,52776.0,0.018000000000000002,11,2017
Philadelphia,Job Title,2017-11,Loan Officer,Median Base Pay,42318.0,-0.042,11,2017
Philadelphia,Job Title,2017-11,Maintenance Technician,Median Base Pay,44578.0,0.006999999999999999,11,2017
Philadelphia,Job Title,2017-11,Material Handler,Median Base Pay,36867.0,0.013000000000000001,11,2017
Philadelphia,Job Title,2017-11,Network Engineer,Median Base Pay,77367.0,0.004,11,2017
Philadelphia,Job Title,2017-11,Office Manager,Median Base Pay,50802.0,-0.009000000000000001,11,2017
Philadelphia,Job Title,2017-11,Pharmacist,Median Base Pay,120099.0,0.004,11,2017
Philadelphia,Job Title,2017-11,Process Engineer,Median Base Pay,81104.0,0.006999999999999999,11,2017
Philadelphia,Job Title,2017-11,Program Manager,Median Base Pay,78151.0,-0.009000000000000001,11,2017
Philadelphia,Job Title,2017-11,Research Assistant,Median Base Pay,31449.0,0.001,11,2017
Philadelphia,Job Title,2017-11,Restaurant Manager,Median Base Pay,52909.0,0.001,11,2017
Philadelphia,Job Title,2017-11,Security Officer,Median Base Pay,34388.0,0.015,11,2017
Philadelphia,Job Title,2017-11,Server,Median Base Pay,35974.0,0.013000000000000001,11,2017
Philadelphia,Job Title,2017-11,Solutions Architect,Median Base Pay,108268.0,-0.006,11,2017
Philadelphia,Job Title,2017-11,Systems Engineer,Median Base Pay,79282.0,0.001,11,2017
Philadelphia,Job Title,2017-11,Technical Support,Median Base Pay,50572.0,0.025,11,2017
Philadelphia,Job Title,2017-11,UX Designer,Median Base Pay,74214.0,-0.006999999999999999,11,2017
Houston,Job Title,2017-11,Software Engineer,Median Base Pay,83399.0,0.006999999999999999,11,2017
Houston,Job Title,2017-11,Programmer Analyst,Median Base Pay,67904.0,-0.025,11,2017
Houston,Job Title,2017-11,Consultant,Median Base Pay,83916.0,-0.012,11,2017
Houston,Job Title,2017-11,Project Manager,Median Base Pay,83002.0,-0.006,11,2017
Houston,Job Title,2017-11,Store Manager,Median Base Pay,51086.0,0.02,11,2017
Houston,Job Title,2017-11,Business Analyst,Median Base Pay,71554.0,0.013999999999999999,11,2017
